"0","source(""01_Scores_data_processing.R"")"
"2","Warning messages:
"
"2","1: "
"2","In yaml.load(string, error.label = error.label, ...) :"
"2","
 "
"2"," Evaluating R expressions (!expr) will soon require explicit `eval.expr` option (see yaml.load help)
"
"2","2: "
"2","In yaml.load(string, error.label = error.label, ...) :"
"2","
 "
"2"," Evaluating R expressions (!expr) will soon require explicit `eval.expr` option (see yaml.load help)
"
"2","3: "
"2","In yaml.load(string, error.label = error.label, ...) :"
"2","
 "
"2"," Evaluating R expressions (!expr) will soon require explicit `eval.expr` option (see yaml.load help)
"
"2","4: "
"2","In yaml.load(string, error.label = error.label, ...) :"
"2","
 "
"2"," Evaluating R expressions (!expr) will soon require explicit `eval.expr` option (see yaml.load help)
"
"2","5: "
"2","In yaml.load(string, error.label = error.label, ...) :"
"2","
 "
"2"," Evaluating R expressions (!expr) will soon require explicit `eval.expr` option (see yaml.load help)
"
"0","source(""02_Standing_data_processing.R"")"
"2","Error in file(filename, ""r"", encoding = encoding) : 
  cannot open the connection
"
